S.No.	Arrival-Time	Cpu-Burst	Start-Time	End-Time
0	0.000000000000	15.188005750621	0.000000000000	15.188005750621
1	1.414848358127	12.940112851067	1.414848358127	14.354961209194
2	5.087497615271	4.933893241889	5.087497615271	10.021390857160
3	5.344682308808	14.866357472663	5.344682308808	20.211039781471
4	10.006117025086	9.441030926276	10.006117025086	19.447147951362
5	13.176337513395	2.598308317642	13.176337513395	15.774645831037
6	13.425484103785	10.165904344602	13.425484103785	23.591388448387
7	18.011156178327	10.938279000548	18.011156178327	28.949435178875
8	18.803275623652	7.931070379415	18.803275623652	26.734346003067
9	27.764622629814	5.801053050347	27.764622629814	33.565675680161
10	30.436874553628	18.220231727334	30.436874553628	48.657106280962
11	33.100639633245	3.761344828997	33.100639633245	36.861984462242
12	34.122016639362	1.100541908806	34.122016639362	35.222558548168
13	35.165115590609	3.240252036713	35.165115590609	38.405367627322
14	35.194656179864	8.173322604584	35.194656179864	43.367978784448
15	36.714332974327	14.184013093442	36.714332974327	50.898346067769
16	40.884762294024	19.252430305002	40.884762294024	60.137192599027
17	43.149168168626	6.389970404743	43.149168168626	49.539138573369
18	46.720310614455	4.831440683841	46.720310614455	51.551751298297
19	55.331784407566	6.033617086259	55.331784407566	61.365401493825
20	56.205945018589	5.149906669813	56.205945018589	61.355851688402
21	58.311032634523	11.047069024782	58.311032634523	69.358101659305
22	59.022006338369	9.550539204641	59.022006338369	68.572545543011
23	64.940405064673	8.102174578748	64.940405064673	73.042579643421
24	65.349977340897	2.200537886564	65.349977340897	67.550515227461
25	66.285236113876	2.475988261623	66.285236113876	68.761224375499
26	66.347156449445	17.918844602033	66.347156449445	84.266001051478
27	69.348166237028	11.822332888293	69.348166237028	81.170499125321
28	69.568338040753	16.515734357068	69.568338040753	86.084072397821
29	70.317711936806	17.740813281732	70.317711936806	88.058525218538
30	73.595848181052	3.949683092977	73.595848181052	77.545531274029
31	74.702650444159	7.050385299162	74.702650444159	81.753035743321
32	79.012693341138	18.048952301987	79.012693341138	97.061645643125
33	80.027277142537	6.388436936023	80.027277142537	86.415714078560
34	84.653193530256	12.696683572464	84.653193530256	97.349877102720
35	85.854223208672	15.152864587099	85.854223208672	101.007087795770
36	86.217192465985	18.053979435029	86.217192465985	104.271171901014
37	88.808778710601	11.162401256693	88.808778710601	99.971179967293
38	90.922148554641	7.185281619516	90.922148554641	98.107430174157
39	91.113712987667	4.086128214880	91.113712987667	95.199841202547
40	93.003467185946	11.167803455688	93.003467185946	104.171270641634
41	95.856771829539	7.806589119978	95.856771829539	103.663360949516
42	97.565221162747	9.799449584819	97.565221162747	107.364670747566
43	97.715017421605	7.106034559713	97.715017421605	104.821051981318
44	100.262760144739	12.691506933277	100.262760144739	112.954267078016
45	103.457129966742	10.004240885845	103.457129966742	113.461370852586
46	103.978330341514	15.771674198923	103.978330341514	119.750004540438
47	104.443837636509	17.843303424233	104.443837636509	122.287141060742
48	105.230604957573	8.494981888912	105.230604957573	113.725586846486
49	108.773441314676	15.701019477891	108.773441314676	124.474460792568
50	117.966326996022	14.653794382538	117.966326996022	132.620121378560
51	119.279473558593	17.038255703653	119.279473558593	136.317729262247
52	120.247845418397	16.053817668023	120.247845418397	136.301663086420
53	122.188378846483	19.312292448390	122.188378846483	141.500671294874
54	126.465109450270	6.465232778092	126.465109450270	132.930342228361
55	130.604366481065	10.624918793619	130.604366481065	141.229285274684
56	130.994471674663	7.960537148621	130.994471674663	138.955008823284
57	131.284948220115	5.719684273805	131.284948220115	137.004632493920
58	131.658877693162	16.060429930715	131.658877693162	147.719307623877
59	132.783906298240	3.075170657632	132.783906298240	135.859076955872
60	134.576898798704	15.672566666115	134.576898798704	150.249465464820
61	135.655599616809	4.393126881399	135.655599616809	140.048726498207
62	136.852376150638	8.134037719636	136.852376150638	144.986413870275
63	142.316797224646	5.264867348254	142.316797224646	147.581664572900
64	142.839660782211	5.468170657041	142.839660782211	148.307831439252
65	142.843254870050	15.820685069925	142.843254870050	158.663939939974
66	142.937883347127	10.819770873440	142.937883347127	153.757654220567
67	143.880597149446	11.829738848298	143.880597149446	155.710335997744
68	146.228543544983	1.059597707381	146.228543544983	147.288141252364
69	147.484044898625	9.112687820155	147.484044898625	156.596732718780
70	149.954417725816	13.540451951111	149.954417725816	163.494869676927
71	150.091921577927	3.157866710405	150.091921577927	153.249788288332
72	157.363141441892	16.169114527371	157.363141441892	173.532255969263
73	159.395494146268	17.260975824325	159.395494146268	176.656469970593
74	160.447275699781	18.703269826576	160.447275699781	179.150545526356
75	160.518404999587	19.981481313231	160.518404999587	180.499886312818
76	161.220383294570	11.415558016587	161.220383294570	172.635941311157
77	164.676702803936	5.820077340035	164.676702803936	170.496780143971
78	164.835518931914	5.611038491414	164.835518931914	170.446557423328
79	166.311159663078	14.178615344771	166.311159663078	180.489775007850
80	167.788063438198	10.050831505587	167.788063438198	177.838894943785
81	169.282647713268	9.201174188033	169.282647713268	178.483821901301
82	169.296315108705	2.858241161731	169.296315108705	172.154556270436
83	179.296315108705	6.744190911643	179.296315108705	186.040506020349
84	183.882795140869	11.172944324172	183.882795140869	195.055739465040
85	184.514109561852	8.442669354585	184.514109561852	192.956778916438
86	187.779093733065	13.594485336726	187.779093733065	201.373579069790
87	189.144333817362	5.214385366167	189.144333817362	194.358719183529
88	190.691998247846	17.478087058048	190.691998247846	208.170085305894
89	195.803070548723	1.993144304488	195.803070548723	197.796214853212
90	196.251812199599	1.811507663602	196.251812199599	198.063319863200
91	202.192093903188	10.557193350772	202.192093903188	212.749287253960
92	203.244316978203	5.349233803502	203.244316978203	208.593550781705
93	203.801897865919	10.776661416412	203.801897865919	214.578559282330
94	205.305174591086	5.462215370248	205.305174591086	210.767389961334
95	208.443951396790	19.039481452219	208.443951396790	227.483432849009
96	209.125518047136	13.954577167032	209.125518047136	223.080095214168
97	211.054972484782	14.383649254862	211.054972484782	225.438621739644
98	211.552864623493	8.271568667736	211.552864623493	219.824433291228
99	221.552864623493	17.730657206723	221.552864623493	239.283521830216
100	221.723692266872	14.984718889457	221.723692266872	236.708411156329
101	224.325538391084	3.157909258342	224.325538391084	227.483447649426
102	226.163599930172	15.773862626298	226.163599930172	241.937462556470
103	228.348558631811	17.342804081432	228.348558631811	245.691362713242
104	229.226066427123	8.847655806154	229.226066427123	238.073722233277
105	229.409379810531	9.433306542427	229.409379810531	238.842686352958
106	230.981021527098	19.310574003640	230.981021527098	250.291595530738
107	231.090211814731	1.886229149944	231.090211814731	232.976440964676
108	234.384268509250	14.367770584006	234.384268509250	248.752039093256
109	235.539607383480	13.620080102058	235.539607383480	249.159687485538
110	235.666722052589	15.618167327539	235.666722052589	251.284889380129
111	236.643346857108	13.343032830089	236.643346857108	249.986379687196
112	238.235048963941	19.900217185682	238.235048963941	258.135266149623
113	240.311762888168	5.385562823334	240.311762888168	245.697325711501
114	242.260331453303	7.854522233761	242.260331453303	250.114853687064
115	246.649946434900	6.616298836477	246.649946434900	253.266245271377
116	251.320118295827	8.289546582517	251.320118295827	259.609664878344
117	253.107373053917	10.418445340553	253.107373053917	263.525818394469
118	256.757194179609	15.146502719329	256.757194179609	271.903696898938
119	258.823656743131	16.315358884314	258.823656743131	275.139015627444
120	262.519208236826	6.097197799057	262.519208236826	268.616406035883
121	265.292358963603	12.653321995238	265.292358963603	277.945680958842
122	268.214498318711	4.739165319940	268.214498318711	272.953663638651
123	269.045600795606	9.067579600991	269.045600795606	278.113180396598
124	269.255510774560	5.202441711539	269.255510774560	274.457952486098
125	274.097703187116	16.936921858199	274.097703187116	291.034625045315
126	274.116676155644	14.347221248479	274.116676155644	288.463897404123
127	275.549840785860	9.393353524801	275.549840785860	284.943194310661
128	276.271110329491	17.006636764392	276.271110329491	293.277747093883
129	277.064394982697	2.419224269883	277.064394982697	279.483619252580
130	280.251338147036	15.895136378191	280.251338147036	296.146474525227
131	282.238272011866	6.700400112523	282.238272011866	288.938672124389
132	285.810444490374	15.809731210028	285.810444490374	301.620175700402
133	286.267438430883	7.248092160676	286.267438430883	293.515530591558
134	287.559918628118	3.880094866213	287.559918628118	291.440013494330
135	291.566087756216	13.950392454839	291.566087756216	305.516480211056
136	293.301767536760	8.312116471730	293.301767536760	301.613884008490
137	295.743786153220	13.385064467967	295.743786153220	309.128850621187
138	296.827571270588	19.143265595261	296.827571270588	315.970836865849
139	301.969678445489	10.158217686768	301.969678445489	312.127896132257
140	305.443200162740	4.140303763161	305.443200162740	309.583503925901
141	307.717094805750	4.166316328182	307.717094805750	311.883411133932
142	308.000764693986	16.375094233255	308.000764693986	324.375858927241
143	308.994598043976	11.734963436953	308.994598043976	320.729561480929
144	309.851031844566	6.338586201118	309.851031844566	316.189618045683
145	310.744562247635	17.242889986952	310.744562247635	327.987452234587
146	316.213368048242	1.189710813197	316.213368048242	317.403078861440
147	319.943189932376	5.418405531169	319.943189932376	325.361595463545
148	320.416041885611	19.062135552551	320.416041885611	339.478177438162
149	321.570704298711	6.955675952582	321.570704298711	328.526380251293
150	326.131908240016	14.229948736834	326.131908240016	340.361856976851
151	326.141820297773	10.919523084033	326.141820297773	337.061343381806
152	331.164453142479	6.509782839804	331.164453142479	337.674235982282
153	334.662707765452	13.593346991387	334.662707765452	348.256054756839
154	337.476540563116	5.757231612111	337.476540563116	343.233772175228
155	341.341079073952	8.998755724169	341.341079073952	350.339834798121
156	343.096855564076	9.846704223122	343.096855564076	352.943559787198
157	344.160152843457	6.385060386912	344.160152843457	350.545213230368
158	346.743347056318	4.724741914181	346.743347056318	351.468088970499
159	347.072100584682	18.603529436329	347.072100584682	365.675630021011
160	348.552505754523	10.274211530701	348.552505754523	358.826717285224
161	349.045866273059	11.297050694608	349.045866273059	360.342916967667
162	350.439770388949	18.789709522757	350.439770388949	369.229479911705
163	350.950851576611	6.463364367123	350.950851576611	357.414215943735
164	351.190809234350	7.381953908774	351.190809234350	358.572763143124
165	352.209122861394	19.794075485223	352.209122861394	372.003198346617
166	359.080364989581	12.325108718278	359.080364989581	371.405473707859
167	360.422189313533	3.153967845325	360.422189313533	363.576157158859
168	360.664160048543	14.018186103561	360.664160048543	374.682346152104
169	361.170915963186	3.487939984299	361.170915963186	364.658855947485
170	361.304160969340	18.498879523714	361.304160969340	379.803040493055
171	362.492824169264	7.672953099791	362.492824169264	370.165777269056
172	364.393503566264	3.651767769666	364.393503566264	368.045271335931
173	365.302922607492	13.567382185518	365.302922607492	378.870304793011
174	367.486558813503	10.178037310568	367.486558813503	377.664596124070
175	368.548810327087	16.439837799147	368.548810327087	384.988648126234
176	368.607315782471	8.017331027434	368.607315782471	376.624646809905
177	370.680997402389	9.916171176320	370.680997402389	380.597168578709
178	373.051733225069	3.452344701836	373.051733225069	376.504077926905
179	373.608999076202	4.658885607803	373.608999076202	378.267884684005
180	375.140593602479	7.798575863148	375.140593602479	382.939169465627
181	378.551007264420	10.446201265066	378.551007264420	388.997208529486
182	378.645445975198	14.166559644587	378.645445975198	392.812005619784
183	379.632284580554	16.958576148357	379.632284580554	396.590860728911
184	381.577242276499	8.347483947104	381.577242276499	389.924726223602
185	381.636369184515	6.960163454972	381.636369184515	388.596532639488
186	383.993607467810	10.933211841124	383.993607467810	394.926819308934
187	384.809842098104	14.191947199959	384.809842098104	399.001789298063
188	385.633712039505	6.691130041467	385.633712039505	392.324842080972
189	387.700742636851	19.961489294638	387.700742636851	407.662231931489
190	388.191041067687	18.930240998478	388.191041067687	407.121282066165
